workerid,actor_coords,trial_num,sentence_0,sentence_1,pear_coords,layout,target_0,target_1
35,"""[0.5 9.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[3 0]""",0.11,0.78
35,"""[9.5 9.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[1 0]""",0.18,0.75
35,"""[0.5 0.5]""",24,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 9]_[2 0]""",0.72,0.29
35,"""[9.5 0.5]""",25,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 7]_[3 0]""",0.93,0.1
35,"""[0.5 0.5]""",26,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 9]_[3 0]""",0.75,0.38
35,"""[0.5 9.5]""",27,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 9]_[3 0]""",0.54,0.49
36,"""[0.5 9.5]""",1,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 5]_[1 0]""",0.69,0.56
36,"""[9.5 0.5]""",2,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 5]_[1 0]""",0.68,0.58
36,"""[9.5 9.5]""",3,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 9]_[2 0]""",0.83,0.27
36,"""[9.5 0.5]""",4,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 5]_[1 0]""",0.66,0.53
36,"""[9.5 0.5]""",5,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 9]_[3 0]""",0.97,0
36,"""[0.5 9.5]""",6,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 7]_[1 0]""",0.65,0.55
36,"""[0.5 9.5]""",7,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[2 0]""",0.8,0.23
36,"""[0.5 9.5]""",8,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 5]_[3 0]""",0.99,0
36,"""[9.5 0.5]""",9,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 5]_[2 0]""",0.83,0.19
36,"""[0.5 0.5]""",10,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 9]_[1 0]""",0.65,0.59
36,"""[0.5 0.5]""",11,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 5]_[3 0]""",0.99,0
36,"""[9.5 0.5]""",12,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 7]_[2 0]""",0.79,0.19
36,"""[0.5 9.5]""",13,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 7]_[3 0]""",0.98,0
36,"""[0.5 9.5]""",14,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 5]_[2 0]""",0.79,0.22
36,"""[9.5 0.5]""",15,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 9]_[2 0]""",0.83,0.19
36,"""[0.5 9.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 7]_[3 0]""",0.99,0.02
36,"""[9.5 0.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 9]_[1 0]""",0.6,0.6
36,"""[9.5 0.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 9]_[3 0]""",0.98,0.02
36,"""[0.5 9.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 5]_[3 0]""",0.98,0
36,"""[0.5 0.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 7]_[1 0]""",0.65,0.62
36,"""[9.5 9.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[1 0]""",0.64,0.58
36,"""[0.5 9.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 7]_[2 0]""",0.81,0.22
36,"""[9.5 0.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 7]_[2 0]""",0.81,0.19
36,"""[9.5 9.5]""",24,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 9]_[3 0]""",1,0.02
36,"""[9.5 0.5]""",25,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 7]_[3 0]""",0.97,0
36,"""[9.5 9.5]""",26,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 5]_[2 0]""",0.82,0.18
36,"""[0.5 9.5]""",27,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 9]_[1 0]""",0.67,0.6
37,"""[9.5 0.5]""",1,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 7]_[3 0]""",0.91,0.11
37,"""[9.5 9.5]""",2,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[2 0]""",0.73,0.33
37,"""[0.5 9.5]""",3,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 5]_[2 0]""",0.62,0.44
37,"""[0.5 0.5]""",4,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 9]_[3 0]""",0.87,0.08
37,"""[9.5 9.5]""",5,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[1 0]""",0.54,0.83
37,"""[9.5 0.5]""",6,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 7]_[3 0]""",0.81,0.2
37,"""[9.5 9.5]""",7,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[3 0]""",0.7,0.17
37,"""[9.5 0.5]""",8,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 9]_[1 0]""",0.62,0.81
37,"""[9.5 0.5]""",9,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 5]_[2 0]""",0.77,0.32
37,"""[9.5 0.5]""",10,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 7]_[1 0]""",0.59,0.79
37,"""[9.5 9.5]""",11,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 7]_[3 0]""",0.75,0.2
37,"""[9.5 0.5]""",12,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 7]_[1 0]""",0.81,0.75
37,"""[0.5 9.5]""",13,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 9]_[1 0]""",0.76,0.69
37,"""[0.5 9.5]""",14,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[1 0]""",0.3,0.71
37,"""[0.5 0.5]""",15,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 9]_[2 0]""",0.76,0.43
37,"""[9.5 0.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 9]_[2 0]""",0.71,0.34
37,"""[0.5 0.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 7]_[2 0]""",0.87,0.2
37,"""[9.5 9.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 5]_[3 0]""",0.68,0.1
37,"""[0.5 9.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 5]_[2 0]""",0.75,0.32
37,"""[0.5 9.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 7]_[2 0]""",0.88,0.36
37,"""[0.5 9.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[3 0]""",0.95,0.09
37,"""[0.5 9.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 5]_[1 0]""",0.32,0.79
37,"""[9.5 0.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 9]_[2 0]""",0.53,0.24
37,"""[9.5 0.5]""",24,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 7]_[1 0]""",0.3,0.67
37,"""[9.5 0.5]""",25,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 5]_[1 0]""",0.29,0.75
37,"""[9.5 0.5]""",26,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 5]_[3 0]""",0.9,0.09
37,"""[9.5 0.5]""",27,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 9]_[3 0]""",0.78,0.13
38,"""[9.5 0.5]""",1,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 9]_[3 0]""",1,0.05
38,"""[9.5 0.5]""",2,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 9]_[2 0]""",0.57,0.33
38,"""[0.5 9.5]""",3,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 7]_[2 0]""",1,0.25
38,"""[0.5 9.5]""",4,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[1 0]""",0.12,0.79
38,"""[0.5 9.5]""",5,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 5]_[2 0]""",0.82,0.13
38,"""[0.5 9.5]""",6,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 7]_[1 0]""",0.53,0.53
38,"""[9.5 0.5]""",7,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 5]_[2 0]""",0.71,0.51
38,"""[9.5 9.5]""",8,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[3 0]""",1,0.02
38,"""[9.5 0.5]""",9,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 9]_[3 0]""",1,0.02
38,"""[0.5 9.5]""",10,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 5]_[1 0]""",0.5,0.5
38,"""[0.5 9.5]""",11,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 5]_[1 0]""",0.19,0.89
38,"""[9.5 0.5]""",12,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 7]_[3 0]""",0.99,0.04
38,"""[0.5 0.5]""",13,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 5]_[3 0]""",1,0.03
38,"""[0.5 9.5]""",14,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 9]_[2 0]""",0.7,0.5
38,"""[9.5 0.5]""",15,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 9]_[1 0]""",0.15,0.81
38,"""[9.5 9.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 9]_[1 0]""",0.47,0.76
38,"""[9.5 9.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[3 0]""",1,0.02
38,"""[9.5 0.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 5]_[1 0]""",0.22,0.81
38,"""[0.5 9.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 5]_[2 0]""",0.74,0.4
38,"""[9.5 9.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 7]_[1 0]""",0.47,0.76
38,"""[0.5 0.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 7]_[2 0]""",0.82,0.43
38,"""[0.5 0.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 7]_[2 0]""",0.78,0.59
38,"""[0.5 9.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 5]_[3 0]""",1,0.02
38,"""[0.5 0.5]""",24,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 7]_[1 0]""",0.12,0.86
38,"""[0.5 9.5]""",25,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 7]_[3 0]""",1,0.03
38,"""[9.5 9.5]""",26,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 9]_[2 0]""",0.66,0.49
38,"""[9.5 0.5]""",27,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 9]_[3 0]""",0.54,0.02
39,"""[0.5 0.5]""",1,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 7]_[1 0]""",0.26,0.65
39,"""[9.5 0.5]""",2,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 7]_[2 0]""",0.66,0.45
39,"""[9.5 9.5]""",3,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[3 0]""",0.84,0.61
39,"""[0.5 9.5]""",4,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 5]_[2 0]""",0.73,0.49
39,"""[9.5 0.5]""",5,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 9]_[3 0]""",0.89,0.33
39,"""[9.5 9.5]""",6,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 9]_[1 0]""",0.34,0.63
39,"""[9.5 0.5]""",7,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 5]_[1 0]""",0.29,0.48
39,"""[0.5 9.5]""",8,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 5]_[1 0]""",0.38,0.6
39,"""[0.5 9.5]""",9,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 5]_[2 0]""",0.55,0.33
39,"""[9.5 9.5]""",10,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[2 0]""",0.65,0.37
39,"""[0.5 0.5]""",11,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 7]_[3 0]""",0.89,0.59
39,"""[0.5 9.5]""",12,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[2 0]""",0.59,0.57
39,"""[9.5 9.5]""",13,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[1 0]""",0.41,0.67
39,"""[0.5 0.5]""",14,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 9]_[1 0]""",0.34,0.72
39,"""[0.5 9.5]""",15,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 5]_[3 0]""",0.79,0.31
39,"""[9.5 9.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 7]_[3 0]""",0.42,0.8
39,"""[9.5 9.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 9]_[2 0]""",0.6,0.26
39,"""[9.5 9.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 9]_[1 0]""",0.5,0.71
39,"""[9.5 0.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 7]_[1 0]""",0.28,0.64
39,"""[9.5 0.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 7]_[3 0]""",0.82,0.25
39,"""[0.5 0.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 9]_[3 0]""",0.77,0.28
39,"""[0.5 9.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[3 0]""",0.8,0.4
39,"""[0.5 0.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 5]_[1 0]""",0.26,0.71
39,"""[0.5 9.5]""",24,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 9]_[2 0]""",0.64,0.49
39,"""[9.5 9.5]""",25,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[2 0]""",0.7,0.43
39,"""[9.5 0.5]""",26,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 7]_[2 0]""",0.71,0.36
39,"""[9.5 0.5]""",27,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 5]_[3 0]""",0.74,0.28
40,"""[9.5 9.5]""",1,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 7]_[3 0]""",0.88,-1
40,"""[0.5 0.5]""",2,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 9]_[3 0]""",0.89,-1
40,"""[0.5 9.5]""",3,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 5]_[3 0]""",0.77,-1
40,"""[0.5 9.5]""",4,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 9]_[3 0]""",0.98,-1
40,"""[9.5 0.5]""",5,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[7 7]_[2 0]""",1,-1
40,"""[9.5 0.5]""",6,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 5]_[2 0]""",0.82,-1
40,"""[0.5 0.5]""",7,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 7]_[1 0]""",0.92,-1
40,"""[9.5 9.5]""",8,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[5 9]_[1 0]""",0.75,-1
40,"""[0.5 0.5]""",9,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 7]_[1 0]""",0.22,-1
40,"""[9.5 9.5]""",10,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[9 5]_[3 0]""",0.13,-1
40,"""[9.5 9.5]""",11,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[5 7]_[3 0]""",0.85,-1
40,"""[0.5 0.5]""",12,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 7]_[2 0]""",0.69,-1
40,"""[0.5 0.5]""",13,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 5]_[1 0]""",0.83,-1
40,"""[0.5 9.5]""",14,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[7 5]_[1 0]""",0.52,-1
40,"""[0.5 9.5]""",15,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 9]_[1 0]""",0.59,-1
40,"""[9.5 9.5]""",16,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[5 5]_[1 0]""",0.76,-1
40,"""[0.5 9.5]""",17,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 9]_[3 0]""",0.81,-1
40,"""[0.5 9.5]""",18,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 9]_[2 0]""",0.67,-1
40,"""[9.5 9.5]""",19,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 9]_[2 0]""",0.7,-1
40,"""[9.5 9.5]""",20,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[9 9]_[2 0]""",0.76,-1
40,"""[0.5 0.5]""",21,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[7 7]_[1 0]""",0.75,-1
40,"""[9.5 9.5]""",22,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 5]_[2 0]""",0.68,-1
40,"""[0.5 9.5]""",23,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 7]_[2 0]""",0.61,-1
40,"""[9.5 9.5]""",24,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 9]_[1 0]""",0.9,-1
40,"""[0.5 0.5]""",25,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[7 5]_[3 0]""",1,-1
40,"""[0.5 0.5]""",26,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 5]_[2 0]""",0.65,-1
40,"""[9.5 9.5]""",27,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[9 7]_[3 0]""",0.94,-1
41,"""[0.5 9.5]""",1,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 7]_[1 0]""",0.25,-1
41,"""[0.5 0.5]""",2,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[7 7]_[3 0]""",1,-1
41,"""[9.5 9.5]""",3,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[9 7]_[1 0]""",0.24,-1
41,"""[9.5 9.5]""",4,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 5]_[2 0]""",0.53,-1
41,"""[0.5 0.5]""",5,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 5]_[3 0]""",1,-1
41,"""[0.5 0.5]""",6,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[5 5]_[1 0]""",0.18,-1
41,"""[9.5 9.5]""",7,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[7 9]_[3 0]""",1,-1
41,"""[9.5 9.5]""",8,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[5 9]_[2 0]""",0.53,-1
41,"""[0.5 0.5]""",9,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 9]_[3 0]""",1,-1
41,"""[9.5 9.5]""",10,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 0.5]""","""[9 5]_[2 0]""",0.74,-1
41,"""[0.5 0.5]""",11,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[7 9]_[2 0]""",0.64,-1
41,"""[9.5 0.5]""",12,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[7 5]_[3 0]""",1,-1
41,"""[9.5 0.5]""",13,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 0.5]""","""[5 5]_[2 0]""",0.74,-1
41,"""[0.5 0.5]""",14,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[7 9]_[1 0]""",0.35,-1
41,"""[0.5 0.5]""",15,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[0.5 9.5]""","""[9 7]_[2 0]""",0.4,-1
41,"""[0.5 9.5]""",16,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[5 5]_[3 0]""",1,-1
41,"""[0.5 9.5]""",17,"""How much does this farmer think that hikers like pomegranates?""",-1,"""[9.5 9.5]""","""[9 7]_[3 0]""",1,-1
