HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
3BDORL6HKKN3RLT8O79OD32PIYOCR2,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:06 PDT 2019,10,BatchId:3769919;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:06 PDT 2019,,,3YOH7BII0AHFQAK7F60XR3ZMG7MKV0,X,Approved,Tue Sep 17 04:40:21 PDT 2019,Tue Sep 17 04:51:57 PDT 2019,Fri Sep 20 04:51:57 PDT 2019,Fri Sep 20 04:52:17 PDT 2019,,,696,100% (1/1),100% (1/1),100% (1/1),G3S7v4jTl,,
3A520CCNWNAQP2R5INTX81DI36DAEL,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:37 PDT 2019,10,BatchId:3769921;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:37 PDT 2019,,,37FMASSAYD19B1WDAMOLDBQ2LBHIBH,X,Approved,Tue Sep 17 04:40:46 PDT 2019,Tue Sep 17 04:42:30 PDT 2019,Fri Sep 20 04:42:30 PDT 2019,Fri Sep 20 04:43:17 PDT 2019,,,104,100% (3/3),100% (1/1),100% (1/1),G3XWZcKAI,,
3A520CCNWNAQP2R5INTX81DI36DAEL,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:37 PDT 2019,10,BatchId:3769921;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:37 PDT 2019,,,31QNSG6A5S3TKJHAOJ0EVKASZPL87D,X,Approved,Tue Sep 17 04:50:27 PDT 2019,Tue Sep 17 04:53:02 PDT 2019,Fri Sep 20 04:53:02 PDT 2019,Fri Sep 20 04:53:17 PDT 2019,,,155,100% (1/1),100% (1/1),100% (1/1),G34YxkHWo,,
3A520CCNWNAQP2R5INTX81DI36DAEL,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:37 PDT 2019,10,BatchId:3769921;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:37 PDT 2019,,,3NC5L260MPW9K4JWDJNMGYD9CI8FOR,X,Approved,Tue Sep 17 04:40:45 PDT 2019,Tue Sep 17 04:43:48 PDT 2019,Fri Sep 20 04:43:48 PDT 2019,Fri Sep 20 04:44:17 PDT 2019,,,183,100% (3/3),100% (1/1),100% (1/1),G3cCAHbfL,,
3A520CCNWNAQP2R5INTX81DI36DAEL,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:37 PDT 2019,10,BatchId:3769921;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:37 PDT 2019,,,3X31TUMD7YWAO4MRTSS9ZF5LG3KL1F,X,Approved,Tue Sep 17 04:40:46 PDT 2019,Tue Sep 17 04:44:47 PDT 2019,Fri Sep 20 04:44:47 PDT 2019,Fri Sep 20 04:45:17 PDT 2019,,,241,100% (1/1),100% (1/1),100% (1/1),G3UbJOXrZ,,
3A520CCNWNAQP2R5INTX81DI36DAEL,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:37 PDT 2019,10,BatchId:3769921;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:37 PDT 2019,,,3FIJLY1B6VER54VXSJ015YIZMN4FP8,X,Approved,Tue Sep 17 04:40:46 PDT 2019,Tue Sep 17 04:46:18 PDT 2019,Fri Sep 20 04:46:18 PDT 2019,Fri Sep 20 04:47:17 PDT 2019,,,332,100% (1/1),100% (1/1),100% (1/1),G38DSugZ5,,
3A520CCNWNAQP2R5INTX81DI36DAEL,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:37 PDT 2019,10,BatchId:3769921;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:37 PDT 2019,,,3YHH42UU5CPAHF19X9O9LAMBBBEL0C,X,Approved,Tue Sep 17 04:40:45 PDT 2019,Tue Sep 17 04:47:26 PDT 2019,Fri Sep 20 04:47:26 PDT 2019,Fri Sep 20 04:48:17 PDT 2019,,,401,100% (1/1),100% (1/1),100% (1/1),G3iFotM9h,,
3A520CCNWNAQP2R5INTX81DI36DAEL,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:37 PDT 2019,10,BatchId:3769921;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:37 PDT 2019,,,308Q0PEVB9NQN8HGC2APM5VCXBEI97,X,Approved,Tue Sep 17 04:40:45 PDT 2019,Tue Sep 17 04:50:06 PDT 2019,Fri Sep 20 04:50:06 PDT 2019,Fri Sep 20 04:50:17 PDT 2019,,,561,100% (1/1),100% (1/1),100% (1/1),G3VEOnwX4,,
3A520CCNWNAQP2R5INTX81DI36DAEL,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:37 PDT 2019,10,BatchId:3769921;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:37 PDT 2019,,,3IKZ72A5B5QR2JJKC4N919D4M83FNC,X,Approved,Tue Sep 17 06:41:04 PDT 2019,Tue Sep 17 06:57:52 PDT 2019,Fri Sep 20 06:57:52 PDT 2019,Fri Sep 20 06:58:17 PDT 2019,,,1008,100% (1/1),100% (1/1),100% (1/1),G32WH8nw9,,
3A520CCNWNAQP2R5INTX81DI36DAEL,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:37 PDT 2019,10,BatchId:3769921;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:37 PDT 2019,,,3KMS4QQVK30QUDYHFRVT9HW0SD0FK9,X,Approved,Tue Sep 17 04:58:59 PDT 2019,Tue Sep 17 05:17:24 PDT 2019,Fri Sep 20 05:17:24 PDT 2019,Fri Sep 20 05:18:17 PDT 2019,,,1105,100% (1/1),100% (1/1),100% (1/1),G3t3zKoHf,,
3A520CCNWNAQP2R5INTX81DI36DAEL,3MCFX9UVS0URJRDU8ZV1L2829T3867,Look at a series of images and answer some multiple-choice questions (please only do this HIT once!),Read a short story and answer several multiple-choice questions (HIT takes around 3 minutes),"psychology, cognitive, science, research, yale, university, fun, thinking",$0.45 ,Tue Sep 17 04:40:37 PDT 2019,10,BatchId:3769921;OriginalHitTemplateId:920937340;,7200,259200,Tue Sep 24 04:40:37 PDT 2019,,,3S3AMIZX3VFBDV8XW8J5XYG7BR9DCH,X,Approved,Tue Sep 17 04:40:44 PDT 2019,Tue Sep 17 05:15:14 PDT 2019,Fri Sep 20 05:15:14 PDT 2019,Fri Sep 20 05:15:17 PDT 2019,,,2070,100% (1/1),100% (1/1),100% (1/1),G3nnVfHeE,,
